nama_faskes;jenis_faskes;provinsi;kota_kab;alamat;is_support_bpjs;link_maps;;;
Klinik Narita;Klinik Pratama;Riau;Kota Pekan Baru;Gabus Raya No. A2 Rumbai;TRUE;http://maps.google.co.id/?q=0.563906,101.440329;;;
Klinik Syarifah Medika;Klinik Pratama;Riau;Kota Pekan Baru;Uka Per. Graha Garuda Permai 3;TRUE;http://maps.google.co.id/?q=0.488187,101.356188;;;
Klinik Medika Salsabila;Klinik Pratama;Riau;Kota Pekan Baru;Melur No. 57 B;TRUE;http://maps.google.co.id/?q=0.527766,101.434564;;;
Klinik Alya Medika;Klinik Pratama;Riau;Kota Pekan Baru;Garuda Sakti Km. 2;TRUE;http://maps.google.co.id/?q=0.475739,101.367115;;;
Klinik Siaga Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Harapan Raya No. 114 B;TRUE;http://maps.google.co.id/?q=0.499422,101.458698;;;
Klinik Tsabita;Klinik Pratama;Riau;Kota Pekan Baru;Hr Soebrantas Ujung Pekanbaru;TRUE;http://maps.google.co.id/?q=0.460613,101.361644;;;
Klinik dr. Edo;Klinik Pratama;Riau;Kota Pekan Baru;Suka Karya Perum Mandiri 5 B-7;TRUE;http://maps.google.co.id/?q=0.459812,101.387984;;;
Klinik Darel Medika;Klinik Pratama;Riau;Kota Pekan Baru;Soekarno Hatta No. 8C;TRUE;http://maps.google.co.id/?q=0.424622,101.435974;;;
Mulya Medica Clinic;Klinik Pratama;Riau;Kota Pekan Baru;Pemuda Ujung No. 82;TRUE;http://maps.google.co.id/?q=0.541212,101.413108;;;
Klinik Kimia Farma;Klinik Pratama;Riau;Kota Pekan Baru;Tuanku Tambusai/Nangka No. 59A;TRUE;http://maps.google.co.id/?q=0.503208,101.428407;;;
Klinik Hasanah;Klinik Pratama;Riau;Kota Pekan Baru;Pangeran Hidayat No. 32 Pku;TRUE;http://maps.google.co.id/?q=0.524291,101.445957;;;
Klinik dr. Ridha;Klinik Pratama;Riau;Kota Pekan Baru;Tanjung Datuk No. 141;TRUE;http://maps.google.co.id/?q=0.538126,101.45348;;;
Klinik Sarinah;Klinik Pratama;Riau;Kota Pekan Baru;Suka Karya No. 155 Panam;TRUE;http://maps.google.co.id/?q=0.439254,101.384896;;;
Klinik Palas Medika;Klinik Pratama;Riau;Kota Pekan Baru;Siak Ii No. 5;TRUE;http://maps.google.co.id/?q=0.58493,101.416882;;;
Klinik Sentral Medika Utama;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Durian-Pku;TRUE;http://maps.google.co.id/?q=0.517147,101.423229;;;
Klinik Jambu Mawar;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Pemuda/Jambu Mawar No. 9;TRUE;http://maps.google.co.id/?q=0.538258,101.411322;;;
Klinik Bakti;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Bakti No. 05 Sigunggung;TRUE;http://maps.google.co.id/?q=0.51708,101.41646;;;
Klinik YLPI;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Kaharuddin Nasution No.113;TRUE;http://maps.google.co.id/?q=0.447955,101.451924;;;
Klinik Mitra Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Bukit Barisan No. 4B;TRUE;http://maps.google.co.id/?q=0.493679,101.48494;;;
Klinik Amanah Ayah Bunda;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Soekarno Hatta No. 99 C,D;TRUE;http://maps.google.co.id/?q=0.459956,101.417875;;;
Klinik Permata Ibu;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Lintas Timur Km 12,5;TRUE;http://maps.google.co.id/?q=0.478434,101.517737;;;
Klinik dr. Marlina;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Suka Karya Kpm Ruko 10;TRUE;http://maps.google.co.id/?q=0.450993,101.385707;;;
Klinik Deliana;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Soekarno Hatta No. 363;TRUE;http://maps.google.co.id/?q=0.426042,101.43253;;;
Klinik Dewi Sehat;Klinik Pratama;Riau;Kota Pekan Baru;Jl Durian Pekanbaru;TRUE;http://maps.google.co.id/?q=0.517221,101.422888;;;
Klinik Yahya Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Bukit Barisan;TRUE;http://maps.google.co.id/?q=0.486601,101.493849;;;
Klinik Lampas Malem Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Beringin No. 88 C;TRUE;http://maps.google.co.id/?q=0.460613,101.361644;;;
Klinik UMRI;Klinik Pratama;Riau;Kota Pekan Baru;Jl. T. Tambusai Ujung No. 1;TRUE;http://maps.google.co.id/?q=0.49974,101.414861;;;
Klinik Saffanah Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Kapur No. 05;TRUE;http://maps.google.co.id/?q=0.541662,101.431892;;;
Klinik dr. Abdullah Qayyum;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Gatot Subroto No. 24;TRUE;http://maps.google.co.id/?q=0.52981,101.45172;;;
Klinik dr. Sarni;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Darma Bakti No. 149 A;TRUE;http://maps.google.co.id/?q=0.517015,101.40665;;;
Klinik Anzani;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Utama/ Nenas No. 23;TRUE;http://maps.google.co.id/?q=0.513436,101.443948;;;
Klinik Tab Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Sepakat No. 08 Pekanbaru;TRUE;http://maps.google.co.id/?q=0.484724,101.506746;;;
Klinik Keluargaku;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Srikandi Perum Wadya Graha;TRUE;http://maps.google.co.id/?q=0.485363,101.406545;;;
Klinik Garuda Sehat;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Garuda Sakti Km.1;TRUE;-;;;
Klinik Al Huda;Klinik Pratama;Riau;Kota Pekan Baru;Jalan Sm. Amin No. 99 Ab;TRUE;-;;;
Klinik Pratama Tengku Bey;Klinik Pratama;Riau;Kota Pekan Baru;Jalan Tengku Bey Kavling Perkantoran No 4;TRUE;-;;;
Klinik Meccadina;Klinik Pratama;Riau;Kota Pekan Baru;Jl. H. Imam Munandar Rt/Rw 003/006;TRUE;-;;;
Klinik Abdul Hady;Klinik Pratama;Riau;Kota Pekan Baru;Umban Sari No. 99;TRUE;-;;;
Klinik Rumbai Sehat;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Sekolah No 130 D Rumbai;TRUE;http://maps.google.co.id/?q=0.560326,101.44672;;;
Klinik Cendana Husada;Klinik Pratama;Riau;Kota Pekan Baru;Jl.Jati No. 76;TRUE;http://maps.google.co.id/?q=0.537585,101.433611;;;
Klinik Paus Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Paus No. 2 D;TRUE;http://maps.google.co.id/?q=0.505176,101.437919;;;
Klinik Anugrah Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl.Kh Nasution No. 120;TRUE;http://maps.google.co.id/?q=0.468701,101.454478;;;
Klinik Harapan Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl. H. Imam Munandar No.41;TRUE;http://maps.google.co.id/?q=0.499733,101.455644;;;
Klinik Aisyiyah;Klinik Pratama;Riau;Kota Pekan Baru;Jl. K.H.Ahmad Dahlan No.82;TRUE;http://maps.google.co.id/?q=0.514401,101.437464;;;
Klinik Annisa Medika;Klinik Pratama;Riau;Kota Pekan Baru;Jl.Garuda No 35 B;TRUE;http://maps.google.co.id/?q=0.463438,101.414746;;;
Klinik Salsa;Klinik Pratama;Riau;Kota Pekan Baru;Jl.Imam Munandar No 318 C;TRUE;http://maps.google.co.id/?q=0.495267,101.483204;;;
Klinik Sansani;Klinik Pratama;Riau;Kota Pekan Baru;Jl.Hr Soebrantas;TRUE;http://maps.google.co.id/?q=0.464011,101.391773;;;
Klinik Tiga Permata;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Gabus Raya No 4 A;TRUE;http://maps.google.co.id/?q=0.561236,101.440517;;;
Klinik dr. Dadan Ropian;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Sm. Amin;TRUE;http://maps.google.co.id/?q=0.466102,101.394035;;;
Klinik Daffa;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Paus No.99B;TRUE;http://maps.google.co.id/?q=0.494711,101.438419;;;
Klinik Pekanbaru Sehat;Klinik Pratama;Riau;Kota Pekan Baru;Jl. Soebrantas No. 501 Panam;TRUE;http://maps.google.co.id/?q=0.463665,101.401667;;;
If Rs Tni Au;Apotek;Riau;Kota Pekan Baru;Komp Auri Simpang Tiga;TRUE;-;;;
IFRS Rsud Arifin Achmad;Apotek;Riau;Kota Pekan Baru;Jl Diponegoro No 2;TRUE;-;;;
Instalasi Farmasi Rs Ibnu Sina;Apotek;Riau;Kota Pekan Baru;Jl Melati No 60;TRUE;-;;;
Apotek Kimia Farma No. 93;Apotek;Riau;Kota Pekan Baru;Jl Jend Sudirman No 175;TRUE;http://maps.google.co.id/?q=0.5300824,101.4456393;;;
If Rs Tni Ad;Apotek;Riau;Kota Pekan Baru;Jl Kesehatan No 02;TRUE;-;;;
Apotek RS Bhayangkara Tk IV;Apotek;Riau;Kota Pekan Baru;Jl Kartini No 14;TRUE;-;;;
IFRS Rs Jiwa Pekanbaru;Apotek;Riau;Kota Pekan Baru;Jl. Hr. Soebrantas Panam;TRUE;-;;;
IFRS Rsia Eria Bunda;Apotek;Riau;Kota Pekan Baru;Jl. KH Ahmad Dahlan No. 163;TRUE;-;;;
IFRS Rs Awal Bros;Apotek;Riau;Kota Pekan Baru;Jl Jend Sudirman No 117;TRUE;-;;;
IFRS Zainab;Apotek;Riau;Kota Pekan Baru;Jl. Ronggowarsito I No. 1;TRUE;-;;;
IFRS Prof. Dr. Tabrani;Apotek;Riau;Kota Pekan Baru;Jl. Jend. Sudirman No. 410;TRUE;-;;;
IFRS Pekanbaru Medical Centre;Apotek;Riau;Kota Pekan Baru;Jl. Lembaga Pemasyarakatan;TRUE;-;;;
IFRS Rsud Petala Bumi;Apotek;Riau;Kota Pekan Baru;Jl Tanjung Datuk;TRUE;-;;;
Apotik IFRS SYAFIRA;Apotek;Riau;Kota Pekan Baru;Jl. Jend. Sudirman No. 134;TRUE;-;;;
IFRS Awal Bros Panam;Apotek;Riau;Kota Pekan Baru;Jl. Hr. Soebrantas Panam;TRUE;-;;;
IFRS Rs Sansani;Apotek;Riau;Kota Pekan Baru;jalan Soekarno Hatta (Arengka;TRUE;-;;;
IFRS Aulia Hospital;Apotek;Riau;Kota Pekan Baru;Jl Hr Soebrantas No. 63, Pku;TRUE;-;;;
Instalasi Farmasi Rs Binakasih;Apotek;Riau;Kota Pekan Baru;Jl. Samanhudi No. 3-5 PKU;TRUE;-;;;
Instalasi Farmasi Rs A. Yani;Apotek;Riau;Kota Pekan Baru;Jl. Jend. Ahmad Yani No.73;TRUE;-;;;
Apotek Kartika;Apotek;Riau;Kota Pekan Baru;Jl. Ahmad Yani No. 46;TRUE;http://maps.google.co.id/?q=0.5293687,101.4425632;;;
Apotek Kimia Farma 968 Durian;Apotek;Riau;Kota Pekan Baru;Jl. Durian No. 51 C Pekanbaru;TRUE;-;;;
Apotek Kimia Farma Soebrantas;Apotek;Riau;Kota Pekan Baru;Jalan HR. Soebrantas, Panam;TRUE;-;;;
Apotek Kimia Farma Harapan;Apotek;Riau;Kota Pekan Baru;Jalan Imam Munandar No. 227;TRUE;-;;;
Apotek Kimia Farma No. 518;Apotek;Riau;Kota Pekan Baru;Jalan Tuanku Tambusai No. 59;TRUE;-;;;
Apotek Kimia Farma No. 122;Apotek;Riau;Kota Pekan Baru;Jalan Jend. Ahmad Yani No. 118;TRUE;-;;;
Apotek Kimia Farma 229;Apotek;Riau;Kota Pekan Baru;Jalan Jend. Sudirman No. 724;TRUE;-;;;
Apotek Kimia Farma 653;Apotek;Riau;Kota Pekan Baru;Jalan Garuda Sakti Km. 2 Panam;TRUE;-;;;
Apotek Kimia Farma No. 393;Apotek;Riau;Kota Pekan Baru;di Jalan HR. Soebrantas No. 99;TRUE;-;;;
Apotek Kimia Farma No. 395;Apotek;Riau;Kota Pekan Baru;Jalan Melur No. 4 Pekanbaru;TRUE;-;;;
Apotek Kimia Farma Simpang Tig;Apotek;Riau;Kota Pekan Baru;Jalan KH Nasution No. 1;TRUE;-;;;
Pkm Bukit Kayu Kapur;Puskesmas;Riau;Kota Dumai;Jl. Soekarno Hatta Km. 27;TRUE;http://maps.google.co.id/?q=1.500485,101.376977;;;
Dumai Kota;Puskesmas;Riau;Kota Dumai;Jl. Datuk Laksamana;TRUE;http://maps.google.co.id/?q=1.683755,101.441563;;;
Jaya Mukti;Puskesmas;Riau;Kota Dumai;Jl. Kh Nasution Kel.Jaya Mukti;TRUE;http://maps.google.co.id/?q=1.661449,101.462535;;;
Dumai Barat;Puskesmas;Riau;Kota Dumai;Jl. M.H Thamrin Kel. Pangkalan;TRUE;http://maps.google.co.id/?q=1.675964,101.423047;;;
Purnama;Puskesmas;Riau;Kota Dumai;Jl Tun Sri Lanang No. 3A;TRUE;http://maps.google.co.id/?q=1.700571,101.398609;;;
Bukit Kapur;Puskesmas;Riau;Kota Dumai;Jl. Soekarno Hatta Km 17;TRUE;http://maps.google.co.id/?q=1.35053,101.23342;;;
Sei Sembilan;Puskesmas;Riau;Kota Dumai;Jl.Raya Dumai-Basilam Bru Km14;TRUE;http://maps.google.co.id/?q=1.76109,101.35426;;;
Medang Kampai;Puskesmas;Riau;Kota Dumai;Jl. Mesjid;TRUE;http://maps.google.co.id/?q=1.636899,101.1538393;;;
Bumi Ayu;Puskesmas;Riau;Kota Dumai;Jl. Budi Utomo, Kel. Bumi Ayu;TRUE;http://maps.google.co.id/?q=1.654157,101.435949;;;
Bukit Timah;Puskesmas;Riau;Kota Dumai;Perumahan Bumi Dumai Baru;TRUE;http://maps.google.co.id/?q=1.614211,101.379151;;;
-;Dokter Praktik Perorangan;Riau;Kota Dumai;-;TRUE;-;;;
-;Dokter Gigi;Riau;Kota Dumai;-;TRUE;-;;;
Dr. Hj. NUKE HARTINAH SETIATI;Klinik Utama;Riau;Kota Dumai;Jl. Sultan Hasanuddin No. 35A;TRUE;http://maps.google.co.id/?q=1.669535,101.428675;;;
Dr. HIDAYATSYAH;Klinik Utama;Riau;Kota Dumai;Jl. Kaharuddin Nasution;TRUE;http://maps.google.co.id/?q=1.66891,101.46275;;;
Dr. Mardiyah Hayati;Klinik Utama;Riau;Kota Dumai;Jalan Jendral Sudirman No 266;TRUE;-;;;
Dr. Putri Dasmaratih Widodo;Klinik Utama;Riau;Kota Dumai;Jl. Arifin Ahmad;TRUE;-;;;
Poskes 01.10.09 Dumai;Klinik Pratama;Riau;Kota Dumai;Jl. S. S Kasim Dumai;TRUE;http://maps.google.co.id/?q=1.677726,101.460128;;;
Sikes Denarhanudri 004;Klinik Pratama;Riau;Kota Dumai;Jl. Inpres 1;TRUE;http://maps.google.co.id/?q=1.57904,101.3894;;;
Sikes Satrad 232 Dumai;Klinik Pratama;Riau;Kota Dumai;Jl. Radar Komp. Satrad 232;TRUE;http://maps.google.co.id/?q=1.568046,101.379292;;;
Rsbhy Dumai;Klinik Pratama;Riau;Kota Dumai;Jl. Hang Tuah No.1 Dumai Riau;TRUE;http://maps.google.co.id/?q=1.678836,101.450148;;;
Bk Lanal Dumai;Klinik Pratama;Riau;Kota Dumai;Jl. Tanjung Jati No 1;TRUE;http://maps.google.co.id/?q=1.681934,101.455346;;;
Bp Amanah;Klinik Pratama;Riau;Kota Dumai;Jl. Soekarno Hatta Km 14;TRUE;http://maps.google.co.id/?q=1.603473,101.419559;;;
Bp Mutiara Kasih (Jst);Klinik Pratama;Riau;Kota Dumai;Jl. Raya Lubuk Gaung Rt.008;TRUE;http://maps.google.co.id/?q=1.749003,101.3643;;;
Bp Sehati (Jst);Klinik Pratama;Riau;Kota Dumai;Jl. Sukajadi No.83 B - Dumai;TRUE;http://maps.google.co.id/?q=1.676196,101.442033;;;
Bp Tunas Muda Medika (Jst);Klinik Pratama;Riau;Kota Dumai;Jl. Wandahlan Ibrahim No.08;TRUE;http://maps.google.co.id/?q=1.667952,101.443084;;;
Klinik Citra Medika;Klinik Pratama;Riau;Kota Dumai;Jl.Prof.M.Yamin SH No.58 - Dum;TRUE;http://maps.google.co.id/?q=1.677687,101.438932;;;
Klinik Iga;Klinik Pratama;Riau;Kota Dumai;Jl. Sultan Syarif Kasim No.221;TRUE;http://maps.google.co.id/?q=1.677889,101.445329;;;
Klinik Shafa Medicare;Klinik Pratama;Riau;Kota Dumai;Ratu Sima Kelakap 7;TRUE;-;;;
Klinik Mitra Keluarga;Klinik Pratama;Riau;Kota Dumai;Jl. Sultan Syarif Qasim No.288;TRUE;http://maps.google.co.id/?q=1.678243,101.442755;;;
Apotek Family;Apotek;Riau;Kota Dumai;Makmur;TRUE;-;;;
Apotik Wijaya Kusuma;Apotek;Riau;Kota Dumai;Jl St Syarif Qasim No 288;TRUE;http://maps.google.co.id/?q=1.678229,101.442902;;;
Ifrsud Kota Dumai;Apotek;Riau;Kota Dumai;Tanjung Jati No. 4;TRUE;http://maps.google.co.id/?q=1.666152,101.447389;;;
Teluk Belitung;Puskesmas;Riau;Kab. Meranti;Jl Bintan;TRUE;http://maps.google.co.id/?q=1.0383333,102.39777778;;;
Selat Panjang;Puskesmas;Riau;Kab. Meranti;Jl Kesehatan No 24 Slt Panjang;TRUE;http://maps.google.co.id/?q=1.012792,102.711054;;;
Bandul;Puskesmas;Riau;Kab. Meranti;Jl Bangun Sari Desa Bandul;TRUE;http://maps.google.co.id/?q=1.2302778,102.47222222;;;
Tj.Samak;Puskesmas;Riau;Kab. Meranti;Jl Jend Sudirman Tj.Samak;TRUE;http://maps.google.co.id/?q=0.8588889,103.0875;;;
Kedabu Rapat;Puskesmas;Riau;Kab. Meranti;Jl Amalia Kedabu Rapat;TRUE;http://maps.google.co.id/?q=1.1352778,102.74777778;;;
Alah Air;Puskesmas;Riau;Kab. Meranti;Alah Air;TRUE;http://maps.google.co.id/?q=1.004647,102.68472222;;;
Alai;Puskesmas;Riau;Kab. Meranti;Jl Portaya Desa Alai;TRUE;http://maps.google.co.id/?q=0.9722222,102.62722222;;;
Anak Setatah;Puskesmas;Riau;Kab. Meranti;Jl Utama Anak Setatah;TRUE;http://maps.google.co.id/?q=1.0561111,102.67305556;;;
Pulau Merbau;Puskesmas;Riau;Kab. Meranti;Jl. Parit Baru, Semukut;TRUE;http://maps.google.co.id/?q=1.00427,102.58932;;;
-;Dokter Praktik Perorangan;Riau;Kab. Meranti;-;TRUE;-;;;
-;Dokter Gigi;Riau;Kab. Meranti;-;TRUE;-;;;
Dr. MISRI HASANTO;Klinik Utama;Riau;Kab. Meranti;Jl. Rintis No. 17 A;TRUE;http://maps.google.co.id/?q=1.007048,102.707258;;;
Dr. JOKO NUGROHO;Klinik Utama;Riau;Kab. Meranti;Jl. Kesehatan No. 12;TRUE;http://maps.google.co.id/?q=1.012687,102.709865;;;
Dr. Irwan Suwandi;Klinik Utama;Riau;Kab. Meranti;Jl. Ahmad Yani No. 161 Riau, Kepulauan Meranti, Tebing Tinggi, Selatpanjang Barat;TRUE;-;;;
-;Klinik Pratama;Riau;Kab. Meranti;-;TRUE;-;;;
Ifrsud Kab. Kep. Meranti;Apotek;Riau;Kab. Meranti;Jl. Dorak Selat Panjang;TRUE;http://maps.google.co.id/?q=0.920113,102.669543;;;
Apotek Almaidah;Apotek;Riau;Kab. Meranti;Jl. Siak Sri Indrapura;TRUE;-;;;
Gunung Labu;Puskesmas;Jambi;Kab. Kerinci;Gunung Labu;TRUE;http://maps.google.co.id/?q=-1.719102,101.163268;;;
Siulak Mukai;Puskesmas;Jambi;Kab. Kerinci;Mukai Mudik;TRUE;http://maps.google.co.id/?q=-1.914012,101.341796;;;
Hiang St.Laut;Puskesmas;Jambi;Kab. Kerinci;Angkasa Pura No.129 A,;TRUE;http://maps.google.co.id/?q=-2.029301,101.490111;;;
Kemantan Air Hangat;Puskesmas;Jambi;Kab. Kerinci;Jl. Rayakemantan (Air Hangat);TRUE;http://maps.google.co.id/?q=-1.952442,101.407714;;;
Semurup Air Hangat;Puskesmas;Jambi;Kab. Kerinci;Ds. Koto Mudik Blkg Pos Polisi;TRUE;http://maps.google.co.id/?q=-2.108041,101.582653;;;
Depati Tujuh;Puskesmas;Jambi;Kab. Kerinci;Desa Koto Tuo;TRUE;http://maps.google.co.id/?q=-2.021341,101.348779;;;
Sanggaran Agung;Puskesmas;Jambi;Kab. Kerinci;Lintas Kerinci Jambi;TRUE;http://maps.google.co.id/?q=-2.086941,101.518951;;;
Siulak Gedang;Puskesmas;Jambi;Kab. Kerinci;Siulak Gedang Kerinci;TRUE;http://maps.google.co.id/?q=-1.940089,101.351409;;;
Siulak Deras;Puskesmas;Jambi;Kab. Kerinci;Raya Siulak Deras;TRUE;http://maps.google.co.id/?q=-1.852247,101.282744;;;
Lempur Gn Raya;Puskesmas;Jambi;Kab. Kerinci;Lempur;TRUE;http://maps.google.co.id/?q=-2.215939,101.354156;;;
Lolo Gedang;Puskesmas;Jambi;Kab. Kerinci;Lolo;TRUE;http://maps.google.co.id/?q=-2.183004,101.536803;;;
Kersik Tuo;Puskesmas;Jambi;Kab. Kerinci;Batang Sanggir;TRUE;http://maps.google.co.id/?q=-1.727338,101.269011;;;
Pelompek;Puskesmas;Jambi;Kab. Kerinci;Jalan Lintas Kerinci Padang;TRUE;http://maps.google.co.id/?q=-1.673804,101.362395;;;
Sungai Tutung;Puskesmas;Jambi;Kab. Kerinci;Sungai Tutung;TRUE;http://maps.google.co.id/?q=-1.986754,101.433806;;;
Jujun;Puskesmas;Jambi;Kab. Kerinci;Telanai Pura Jujun;TRUE;http://maps.google.co.id/?q=-2.237895,101.433806;;;
Semerap;Puskesmas;Jambi;Kab. Kerinci;Koto Patah Semerap;TRUE;http://maps.google.co.id/?q=-2.121251,101.442046;;;
Tamiai;Puskesmas;Jambi;Kab. Kerinci;Jalan Raya Pasar Tamiai Kabupa;TRUE;http://maps.google.co.id/?q=-2.047141,101.683745;;;
Tarutung;Puskesmas;Jambi;Kab. Kerinci;Tarutung Kec.Btg Merangin;TRUE;http://maps.google.co.id/?q=-2.108041,101.582653;;;
-;Dokter Praktik Perorangan;Jambi;Kab. Kerinci;-;TRUE;-;;;
-;Dokter Gigi;Jambi;Kab. Kerinci;-;TRUE;-;;;
dr. DEARTY MERRY;Klinik Utama;Jambi;Kab. Kerinci;Angkasa Pura Hiang No.27;TRUE;http://maps.google.co.id/?q=-2.047271,101.388138;;;
dr. Radius Primawira;Klinik Utama;Jambi;Kab. Kerinci;Jalan Raya S.Penuh- Kayu Aro;TRUE;http://maps.google.co.id/?q=-1.987211,101.35669;;;
dr. Dedi Kurniawan;Klinik Utama;Jambi;Kab. Kerinci;Mukai Tengah;TRUE;http://maps.google.co.id/?q=-1.971373,101.359242;;;
dr. Armiza;Klinik Utama;Jambi;Kab. Kerinci;Jalan Raya Semurup No 32;TRUE;http://maps.google.co.id/?q=-2.011248,101.375108;;;
dr. Morase Santria Albana;Klinik Utama;Jambi;Kab. Kerinci;Sanggaran Agung Rt 06 No 51;TRUE;-;;;
dr. LETITIA EFIKHRISANDA;Klinik Utama;Jambi;Kab. Kerinci;Pasar Siulak Gedang;TRUE;-;;;
Dr. Emilda;Klinik Utama;Jambi;Kab. Kerinci;Pasar Semurup No.02;TRUE;-;;;
-;Klinik Pratama;Jambi;Kab. Kerinci;-;TRUE;-;;;
If Rsud Mayjen H.A. Thalib;Apotek;Jambi;Kab. Kerinci;Jend. Basuki Rahmat 132;TRUE;http://maps.google.co.id/?q=-2.058349,101.391777;;;
Rantau Suli;Puskesmas;Jambi;Kab. Merangin;Rantau Suli;TRUE;http://maps.google.co.id/?q=-2.509573,101.974669;;;
Pangkalan Jambu;Puskesmas;Jambi;Kab. Merangin;Sungai Jering;TRUE;http://maps.google.co.id/?q=-2.073217,101.823606;;;
Muara Kibul;Puskesmas;Jambi;Kab. Merangin;Muara Kibul;TRUE;http://maps.google.co.id/?q=-1.905776,101.982908;;;
Sekancing;Puskesmas;Jambi;Kab. Merangin;sekancing;TRUE;http://maps.google.co.id/?q=-2.169281,102.183409;;;
Pamenang Barat;Puskesmas;Jambi;Kab. Merangin;Lintas Sumatera;TRUE;http://maps.google.co.id/?q=-2.010086,102.419615;;;
Batang Mesumai;Puskesmas;Jambi;Kab. Merangin;Kederasan Panjang;TRUE;http://maps.google.co.id/?q=-2.012831,102.194395;;;
Pasar Baru;Puskesmas;Jambi;Kab. Merangin;Jln. Lintas Sumatra Km. 47;TRUE;http://maps.google.co.id/?q=-2.074838,102.273649;;;
Aur Beduri;Puskesmas;Jambi;Kab. Merangin;Desa Aur Berduri;TRUE;http://maps.google.co.id/?q=-1.992538,102.219374;;;
Rantau Limau Manis;Puskesmas;Jambi;Kab. Merangin;Rantau Limau Manis;TRUE;http://maps.google.co.id/?q=-1.664195,102.419615;;;
Bangko;Puskesmas;Jambi;Kab. Merangin;Jl. Prof. M. Yamin, Sh;TRUE;http://maps.google.co.id/?q=-2.012831,102.271299;;;
Pematang Kandis;Puskesmas;Jambi;Kab. Merangin;Pematang Kandis;TRUE;http://maps.google.co.id/?q=-1.881071,102.595396;;;
Rantau Panjang;Puskesmas;Jambi;Kab. Merangin;Rantau Panjang;TRUE;http://maps.google.co.id/?q=-2.191238,102.139463;;;
Muara Delang;Puskesmas;Jambi;Kab. Merangin;Jalan Beliak Mata Desa Muara D;TRUE;http://maps.google.co.id/?q=-1.900286,102.394896;;;
Sungai Bulian;Puskesmas;Jambi;Kab. Merangin;Jl. Garuda;TRUE;http://maps.google.co.id/?q=-1.642231,102.480041;;;
Muara Siau;Puskesmas;Jambi;Kab. Merangin;Muara Siau;TRUE;http://maps.google.co.id/?q=-2.224173,102.125731;;;
Pasar Masurai;Puskesmas;Jambi;Kab. Merangin;Jln Desa Durian Mungkut Kec. L;TRUE;http://maps.google.co.id/?q=-2.306506,101.993895;;;
Sungai Manau;Puskesmas;Jambi;Kab. Merangin;Sungai Manau;TRUE;http://maps.google.co.id/?q=-1.982636,101.906004;;;
Simpang Parit;Puskesmas;Jambi;Kab. Merangin;Simpang Parit;TRUE;http://maps.google.co.id/?q=-2.084196,102.059813;;;
Muara Madras;Puskesmas;Jambi;Kab. Merangin;Jalan Kesehatan No 3 Desa Muar;TRUE;http://maps.google.co.id/?q=-2.641276,101.911497;;;
Meranti;Puskesmas;Jambi;Kab. Merangin;Meranti No. 107;TRUE;http://maps.google.co.id/?q=-2.103409,102.389402;;;
Pamenang Pasar;Puskesmas;Jambi;Kab. Merangin;Pamenang Pasar;TRUE;http://maps.google.co.id/?q=-1.406109,102.131224;;;
Muara Jernih;Puskesmas;Jambi;Kab. Merangin;Muara Jernih;TRUE;http://maps.google.co.id/?q=-1.875581,102.172422;;;
Sumber Agung;Puskesmas;Jambi;Kab. Merangin;Sumber Agung;TRUE;http://maps.google.co.id/?q=-1.795971,102.381163;;;
-;Dokter Praktik Perorangan;Jambi;Kab. Merangin;-;TRUE;-;;;
Drg. Jenni. N.A. Tarigan;Dokter Gigi;Jambi;Kab. Merangin;Jl. Workshop;TRUE;http://maps.google.co.id/?q=-1.881071,102.595396;;;
drg. Dewi Nofriyanti;Dokter Gigi;Jambi;Kab. Merangin;Lintas Sumatera Km 03;TRUE;http://maps.google.co.id/?q=-2.050863,102.279286;;;
Drg. Merry Wahyuni;Dokter Gigi;Jambi;Kab. Merangin;Jln.Lintas Sumatera Km.4;TRUE;-;;;
dr. DINA SP;Klinik Utama;Jambi;Kab. Merangin;Jalan Kesehatan Bangko;TRUE;http://maps.google.co.id/?q=-2.171736,101.991586;;;
